hgnc_id	entrez_id	ensembl_gene_id	location_sortable	symbol	name	gene_family	pubmed_id
HGNC:165	89	ENSG00000248746	11q13.2	ACTN3	actinin alpha 3 (gene/pseudogene)	Actinins	1339456
HGNC:166	81	ENSG00000130402	19q13.2	ACTN4	actinin alpha 4	Actinins	9461087|10700177
HGNC:167	10121	ENSG00000138107	10q24.32	ACTR1A	"ARP1 actin-related protein 1 homolog A, centractin alpha"		1528266
HGNC:168	10120	ENSG00000115073	02q11.2	ACTR1B	"ARP1 actin-related protein 1 homolog B, centractin beta"		7696711|10343100
HGNC:169	10097	ENSG00000138071	02p14	ACTR2	ARP2 actin related protein 2 homolog	Actin related protein 2/3 complex 	9230079
HGNC:170	10096	ENSG00000115091	02q14.1	ACTR3	ARP3 actin related protein 3 homolog	Actin related protein 2/3 complex 	9230079
HGNC:17256	57180	ENSG00000133627	07q36.1-q36.2	ACTR3B	ARP3 actin related protein 3 homolog B		10806390
HGNC:37282	653857	ENSG00000106526	07q36.1	ACTR3C	ARP3 actin-related protein 3 homolog C		11162478|14651955
HGNC:14671	79913	ENSG00000101442	20q11.23	ACTR5	ARP5 actin-related protein 5 homolog	INO80 complex 	16230350
HGNC:24025	64431	ENSG00000075089	12q23.1	ACTR6	ARP6 actin-related protein 6 homolog	 SRCAP complex	11368909
HGNC:14672	93973	ENSG00000113812	03p21.1	ACTR8	ARP8 actin-related protein 8 homolog	INO80 complex 	18163988|16230350
HGNC:17372	55860	ENSG00000131966	14q23.1	ACTR10	actin-related protein 10 homolog		12857853
HGNC:24027	139741	ENSG00000123165	Xq25	ACTRT1	actin related protein T1		12243744
HGNC:24026	140625	ENSG00000169717	01p36.32	ACTRT2	actin related protein T2		11750065|12243744
HGNC:24022	84517	ENSG00000184378	03q26.2	ACTRT3	actin related protein T3		11750065|18692047
HGNC:171	90	ENSG00000115170	02q24.1	ACVR1	activin A receptor type 1	Type 1 receptor serine/threonine kinases	8397373
HGNC:172	91	ENSG00000135503	12q13.13	ACVR1B	activin A receptor type 1B	Type 1 receptor serine/threonine kinases	8397373
HGNC:18123	130399	ENSG00000123612	02q24.1	ACVR1C	activin A receptor type 1C	Type 1 receptor serine/threonine kinases	
HGNC:173	92	ENSG00000121989	02q22.3-q23.1	ACVR2A	activin A receptor type 2A	Type 2 receptor serine/threonine kinases	1314589|10702675
HGNC:174	93	ENSG00000114739	03p22.2	ACVR2B	activin A receptor type 2B	Type 2 receptor serine/threonine kinases	8161782|9621519
HGNC:175	94	ENSG00000139567	12q13.13	ACVRL1	activin A receptor like type 1	Type 1 receptor serine/threonine kinases	8397373|8640225|22718755
HGNC:177	95	ENSG00000243989	03p21.2	ACY1	aminoacylase 1		1707030|6948533
HGNC:24104	91703	ENSG00000132744	11q13.2	ACY3	aminoacylase 3		14656720
HGNC:179	97	ENSG00000119640	14q24.3	ACYP1	acylphosphatase 1		7796909|9730610
HGNC:180	98	ENSG00000170634	02p16.2	ACYP2	acylphosphatase 2		8268218|25665007
HGNC:186	100	ENSG00000196839	20q13.12	ADA	adenosine deaminase	Adenosine deaminase family	6198240|6090454
HGNC:30713	132612	ENSG00000164113	04q27	ADAD1	adenosine deaminase domain containing 1	Adenosine deaminases acting on RNA	7543294|9541871
HGNC:30714	161931	ENSG00000140955	16q24.1	ADAD2	adenosine deaminase domain containing 2	Adenosine deaminases acting on RNA	
HGNC:31853	161823	ENSG00000168803	15q15.3	ADAL	adenosine deaminase like	Adenosine deaminase family	16245011|23645737
HGNC:198	2515	ENSG00000104755	08p11.22	ADAM2	ADAM metallopeptidase domain 2	ADAM metallopeptidase domain containing	8702389|9070941
HGNC:214	8756	ENSG00000069206	08p21.2	ADAM7	ADAM metallopeptidase domain 7	ADAM metallopeptidase domain containing	
HGNC:215	101	ENSG00000151651	10q26.3	ADAM8	ADAM metallopeptidase domain 8	ADAM metallopeptidase domain containing|CD molecules	9126482
HGNC:216	8754	ENSG00000168615	08p11.22	ADAM9	ADAM metallopeptidase domain 9	ADAM metallopeptidase domain containing	8647900|11581183|19409519
HGNC:188	102	ENSG00000137845	15q21.3	ADAM10	ADAM metallopeptidase domain 10	ADAM metallopeptidase domain containing|CD molecules	9344679|9441766
HGNC:189	4185	ENSG00000073670	17q21.31	ADAM11	ADAM metallopeptidase domain 11	ADAM metallopeptidase domain containing	8252040
HGNC:190	8038	ENSG00000148848	10q26.2	ADAM12	ADAM metallopeptidase domain 12	ADAM metallopeptidase domain containing	9417060|18342566
HGNC:193	8751	ENSG00000143537	01q21.3	ADAM15	ADAM metallopeptidase domain 15	ADAM metallopeptidase domain containing	9516430
HGNC:195	6868	ENSG00000151694	02p25.1	ADAM17	ADAM metallopeptidase domain 17	ADAM metallopeptidase domain containing|CD molecules	9034190|9574564
HGNC:196	8749	ENSG00000168619	08p11.22	ADAM18	ADAM metallopeptidase domain 18	ADAM metallopeptidase domain containing	12200459
HGNC:197	8728	ENSG00000135074	05q33.3	ADAM19	ADAM metallopeptidase domain 19	ADAM metallopeptidase domain containing	9806848
HGNC:199	8748	ENSG00000134007	14q24.2	ADAM20	ADAM metallopeptidase domain 20	ADAM metallopeptidase domain containing	9469942
HGNC:200	8747	ENSG00000139985	14q24.2	ADAM21	ADAM metallopeptidase domain 21	ADAM metallopeptidase domain containing	9469942
HGNC:201	53616	ENSG00000008277	07q21.12	ADAM22	ADAM metallopeptidase domain 22	ADAM metallopeptidase domain containing	9693107|10524237
HGNC:202	8745	ENSG00000114948	02q33.3	ADAM23	ADAM metallopeptidase domain 23	ADAM metallopeptidase domain containing	9693107
HGNC:206	10863	ENSG00000042980	08p21.2	ADAM28	ADAM metallopeptidase domain 28	ADAM metallopeptidase domain containing	
HGNC:207	11086	ENSG00000168594	04q34.1	ADAM29	ADAM metallopeptidase domain 29	ADAM metallopeptidase domain containing	10644455
HGNC:208	11085	ENSG00000134249	01p12	ADAM30	ADAM metallopeptidase domain 30	ADAM metallopeptidase domain containing	
HGNC:15479	203102	ENSG00000197140	08p11.22	ADAM32	ADAM metallopeptidase domain 32	ADAM metallopeptidase domain containing	12568724
HGNC:15478	80332	ENSG00000149451	20p13	ADAM33	ADAM metallopeptidase domain 33	ADAM metallopeptidase domain containing	11814695
HGNC:16299	27299	ENSG00000134028	08p21.2	ADAMDEC1	ADAM like decysin 1		9271581|12037602
HGNC:217	9510	ENSG00000154734	21q21.3	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	ADAM metallopeptidases with thrombospondin type 1 motif	10438512
HGNC:218	9509	ENSG00000087116	05q35.3	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	ADAM metallopeptidases with thrombospondin type 1 motif	10094461|15373769
HGNC:219	9508	ENSG00000156140	04q13.3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	ADAM metallopeptidases with thrombospondin type 1 motif	10094461
HGNC:220	9507	ENSG00000158859	01q23.3	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	ADAM metallopeptidases with thrombospondin type 1 motif	10094461
HGNC:221	11096	ENSG00000154736	21q21.3	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	ADAM metallopeptidases with thrombospondin type 1 motif	10438522
HGNC:222	11174	ENSG00000049192	05q12.3	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAM metallopeptidases with thrombospondin type 1 motif	10464288
HGNC:223	11173	ENSG00000136378	15q25.1	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ADAM metallopeptidases with thrombospondin type 1 motif	10464288
HGNC:224	11095	ENSG00000134917	11q24.3	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	ADAM metallopeptidases with thrombospondin type 1 motif	10438512
HGNC:13202	56999	ENSG00000163638	03p14.1	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAM metallopeptidases with thrombospondin type 1 motif	10936055
HGNC:13201	81794	ENSG00000142303	19p13.2	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAM metallopeptidases with thrombospondin type 1 motif	
HGNC:14605	81792	ENSG00000151388	05p13.3-p13.2	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAM metallopeptidases with thrombospondin type 1 motif	11279086
HGNC:1366	11093	ENSG00000160323	09q34.2	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	ADAM metallopeptidases with thrombospondin type 1 motif	11557746|11535495
HGNC:14899	140766	ENSG00000138316	10q22.1	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAM metallopeptidases with thrombospondin type 1 motif	11779638
HGNC:16305	170689	ENSG00000166106	11q24.3	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	ADAM metallopeptidases with thrombospondin type 1 motif	11867212
HGNC:17108	170690	ENSG00000145536	05p15.32	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAM metallopeptidases with thrombospondin type 1 motif	11867212
HGNC:17109	170691	ENSG00000140470	15q26.3	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	ADAM metallopeptidases with thrombospondin type 1 motif	11867212
HGNC:17110	170692	ENSG00000140873	16q23.1	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAM metallopeptidases with thrombospondin type 1 motif	11867212|17546048
HGNC:17111	171019	ENSG00000145808	05q23.3	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	ADAM metallopeptidases with thrombospondin type 1 motif	11867212
HGNC:17178	80070	ENSG00000173157	12q12	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	ADAM metallopeptidases with thrombospondin type 1 motif	12514189|12562771
HGNC:14632	92949	ENSG00000178031	09p22.2-p22.1	ADAMTSL1	ADAMTS like 1	I-set domain containing|ADAMTS like	9628581|11805097
HGNC:14631	9719	ENSG00000197859	09q34.2	ADAMTSL2	ADAMTS like 2	ADAMTS like	9628581|14667842
HGNC:14633	57188	ENSG00000156218	15q25.2	ADAMTSL3	ADAMTS like 3	I-set domain containing|Immunoglobulin like domain containing|ADAMTS like	9628581|10574462
HGNC:19706	54507	ENSG00000143382	01q21.2	ADAMTSL4	ADAMTS like 4	ADAMTS like	12706885
HGNC:27912	339366	ENSG00000185761	19p13.3	ADAMTSL5	ADAMTS like 5	ADAMTS like	
HGNC:16486	11033	ENSG00000105963	07p22.3	ADAP1	ArfGAP with dual PH domains 1	ArfGAPs|Pleckstrin homology domain containing	10333475
HGNC:16487	55803	ENSG00000184060	17q11.2	ADAP2	ArfGAP with dual PH domains 2	ArfGAPs|Pleckstrin homology domain containing	
HGNC:225	103	ENSG00000160710	01q21.3	ADAR	"adenosine deaminase, RNA specific"	Adenosine deaminases acting on RNA	7972084
HGNC:226	104	ENSG00000197381	21q22.3	ADARB1	"adenosine deaminase, RNA specific B1"	Adenosine deaminases acting on RNA	9143496|14759252
HGNC:227	105	ENSG00000185736	10p15.3	ADARB2	"adenosine deaminase, RNA specific B2 (inactive)"	Adenosine deaminases acting on RNA	9272162|10836796
HGNC:228	23536	ENSG00000065457	16q23.1	ADAT1	"adenosine deaminase, tRNA specific 1"	Adenosine deaminases acting on RNA	10430867
HGNC:21172	134637	ENSG00000189007	06q24.2	ADAT2	"adenosine deaminase, tRNA specific 2"	Adenosine deaminases acting on RNA	12457566
HGNC:25151	113179	ENSG00000213638	19p13.3	ADAT3	"adenosine deaminase, tRNA specific 3"	Adenosine deaminases acting on RNA	12457566
HGNC:19038	57143	ENSG00000063761	14q24.3	ADCK1	aarF domain containing kinase 1		12471243
HGNC:19039	90956	ENSG00000133597	07q34	ADCK2	aarF domain containing kinase 2		
HGNC:21738	203054	ENSG00000173137	08q24.3	ADCK5	aarF domain containing kinase 5		
HGNC:232	107	ENSG00000164742	07p12.3	ADCY1	adenylate cyclase 1	Adenylate cyclases	8314585
HGNC:233	108	ENSG00000078295	05p15.31	ADCY2	adenylate cyclase 2	Adenylate cyclases	1427768
HGNC:234	109	ENSG00000138031	02p23.3	ADCY3	adenylate cyclase 3	Adenylate cyclases	9920776
HGNC:235	196883	ENSG00000129467	14q12	ADCY4	adenylate cyclase 4	Adenylate cyclases	7766992
HGNC:236	111	ENSG00000173175	03q21.1	ADCY5	adenylate cyclase 5	Adenylate cyclases	10481931
HGNC:237	112	ENSG00000174233	12q13.12	ADCY6	adenylate cyclase 6	Adenylate cyclases	
HGNC:238	113	ENSG00000121281	16q12.1	ADCY7	adenylate cyclase 7	Adenylate cyclases	7860067
HGNC:239	114	ENSG00000155897	08q24.22	ADCY8	adenylate cyclase 8	Adenylate cyclases	8076676
HGNC:240	115	ENSG00000162104	16p13.3	ADCY9	adenylate cyclase 9	Adenylate cyclases	9628827
HGNC:21285	55811	ENSG00000143199	01q24.2	ADCY10	"adenylate cyclase 10, soluble"	Adenylate cyclases	23255611
HGNC:241	116	ENSG00000141433	18p11.32	ADCYAP1	adenylate cyclase activating polypeptide 1	Endogenous ligands	1730060
HGNC:242	117	ENSG00000078549	07p14.3	ADCYAP1R1	ADCYAP receptor type I	Vasoactive intestinal peptide receptor family	7902709
HGNC:243	118	ENSG00000087274	04p16.3	ADD1	adducin 1		1840603
HGNC:244	119	ENSG00000075340	02p13.3	ADD2	adducin 2		1840603
HGNC:245	120	ENSG00000148700	10q25.1-q25.2	ADD3	adducin 3		8893809
HGNC:21212	79747	ENSG00000118492	06q24.3	ADGB	androglobin	Calpains	22115833
HGNC:13838	84435	ENSG00000197177	10q26.3	ADGRA1	adhesion G protein-coupled receptor A1	"Adhesion G protein-coupled receptors, subfamily A"	12565841|25713288
HGNC:17849	25960	ENSG00000020181	08p11.23	ADGRA2	adhesion G protein-coupled receptor A2	"Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily A"	11559528|12565841|25713288
HGNC:13839	166647	ENSG00000152990	04p15.2	ADGRA3	adhesion G protein-coupled receptor A3	"I-set domain containing|Adhesion G protein-coupled receptors, subfamily A"	12565841|25713288
HGNC:943	575	ENSG00000181790	08q24.3	ADGRB1	adhesion G protein-coupled receptor B1	"Adhesion G protein-coupled receptors, subfamily B"	9533023|25713288
HGNC:944	576	ENSG00000121753	01p35.2	ADGRB2	adhesion G protein-coupled receptor B2	"Adhesion G protein-coupled receptors, subfamily B"	9533023|25713288
HGNC:945	577	ENSG00000135298	06q12-q13	ADGRB3	adhesion G protein-coupled receptor B3	"Adhesion G protein-coupled receptors, subfamily B"	9533023|25713288
HGNC:19893	283383	ENSG00000111452	12q24.33	ADGRD1	adhesion G protein-coupled receptor D1	"Adhesion G protein-coupled receptors, subfamily D"	25713288
HGNC:18651	347088	ENSG00000180264	09q33.3	ADGRD2	adhesion G protein-coupled receptor D2	"Adhesion G protein-coupled receptors, subfamily D"	25713288
HGNC:3336	2015	ENSG00000174837	19p13.3-p13.2	ADGRE1	adhesion G protein-coupled receptor E1	"Adhesion G protein-coupled receptors, subfamily E"	7601460|9500513|25713288
HGNC:3337	30817	ENSG00000127507	19p13.12	ADGRE2	adhesion G protein-coupled receptor E2	"CD molecules|Adhesion G protein-coupled receptors, subfamily E"	25713288
HGNC:23647	84658	ENSG00000131355	19p13.12	ADGRE3	adhesion G protein-coupled receptor E3	"Adhesion G protein-coupled receptors, subfamily E"	11279179|12975309|25713288
HGNC:1711	976	ENSG00000123146	19p13.12	ADGRE5	adhesion G protein-coupled receptor E5	"CD molecules|Adhesion G protein-coupled receptors, subfamily E"	7636245|8786105|25713288
HGNC:18990	266977	ENSG00000153292	06p12.3	ADGRF1	adhesion G protein-coupled receptor F1	"Adhesion G protein-coupled receptors, subfamily F"	12435584|14623098|25713288
HGNC:18991	222611	ENSG00000164393	06p12.3	ADGRF2	adhesion G protein-coupled receptor F2	"Adhesion G protein-coupled receptors, subfamily F"	12435584|25713288
HGNC:18989	165082	ENSG00000173567	02p23.3	ADGRF3	adhesion G protein-coupled receptor F3	"Adhesion G protein-coupled receptors, subfamily F"	12435584|25713288
HGNC:19011	221393	ENSG00000153294	06p12.3	ADGRF4	adhesion G protein-coupled receptor F4	"Adhesion G protein-coupled receptors, subfamily F"	12435584|25713288
HGNC:19030	221395	ENSG00000069122	06p12.3	ADGRF5	adhesion G protein-coupled receptor F5	"I-set domain containing|Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily F"	12435584|25713288
HGNC:4512	9289	ENSG00000205336	16q21	ADGRG1	adhesion G protein-coupled receptor G1	"Adhesion G protein-coupled receptors, subfamily G"	10049584|10100861|25713288
HGNC:4516	10149	ENSG00000173698	Xp22.13	ADGRG2	adhesion G protein-coupled receptor G2	"Adhesion G protein-coupled receptors, subfamily G"	9739419|9150425|25713288
HGNC:13728	222487	ENSG00000182885	16q21	ADGRG3	adhesion G protein-coupled receptor G3	"Adhesion G protein-coupled receptors, subfamily G"	12435584|25713288
HGNC:18992	139378	ENSG00000156920	Xq26.3	ADGRG4	adhesion G protein-coupled receptor G4	"Adhesion G protein-coupled receptors, subfamily G"	12435584|25713288
HGNC:19010	221188	ENSG00000159618	16q21	ADGRG5	adhesion G protein-coupled receptor G5	"Adhesion G protein-coupled receptors, subfamily G"	12435584|25713288
HGNC:13841	57211	ENSG00000112414	06q24.2	ADGRG6	adhesion G protein-coupled receptor G6	"Adhesion G protein-coupled receptors, subfamily G"	12565841|25118328|25713288
HGNC:19241	84873	ENSG00000144820	03q12.2	ADGRG7	adhesion G protein-coupled receptor G7	"Adhesion G protein-coupled receptors, subfamily G"	25713288
HGNC:20973	22859	ENSG00000072071	19p13.12	ADGRL1	adhesion G protein-coupled receptor L1	"Adhesion G protein-coupled receptors, subfamily L"	10994649|25713288
HGNC:18582	23266	ENSG00000117114	01p31.1	ADGRL2	adhesion G protein-coupled receptor L2	"Adhesion G protein-coupled receptors, subfamily L"	10760572|25713288
HGNC:20974	23284	ENSG00000150471	04q13.1	ADGRL3	adhesion G protein-coupled receptor L3	"Adhesion G protein-coupled receptors, subfamily L"	10994649|25713288
HGNC:20822	64123	ENSG00000162618	01p31.1	ADGRL4	adhesion G protein-coupled receptor L4	"Adhesion G protein-coupled receptors, subfamily L"	11050079|25713288
HGNC:17416	84059	ENSG00000164199	05q14.3	ADGRV1	adhesion G protein-coupled receptor V1	"Adhesion G protein-coupled receptors, subfamily V|USH2 complex "	10976914|14740321|25713288
HGNC:249	124	ENSG00000187758	04q23	ADH1A	"alcohol dehydrogenase 1A (class I), alpha polypeptide"	Alcohol dehydrogenases	3006456
HGNC:250	125	ENSG00000196616	04q23	ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide"	Alcohol dehydrogenases	3006456
HGNC:251	126	ENSG00000248144	04q23	ADH1C	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	Alcohol dehydrogenases	3006456
HGNC:252	127	ENSG00000198099	04q23	ADH4	"alcohol dehydrogenase 4 (class II), pi polypeptide"	Alcohol dehydrogenases	
HGNC:253	128	ENSG00000197894	04q23	ADH5	"alcohol dehydrogenase 5 (class III), chi polypeptide"	Alcohol dehydrogenases	1446828|6424546
HGNC:255	130	ENSG00000172955	04q23	ADH6	alcohol dehydrogenase 6 (class V)	Alcohol dehydrogenases	1881901
HGNC:256	131	ENSG00000196344	04q23	ADH7	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	Alcohol dehydrogenases	8195208
HGNC:16354	137872	ENSG00000147576	08q13.1	ADHFE1	"alcohol dehydrogenase, iron containing 1"	Alcohol dehydrogenases	12592711
HGNC:30576	55256	ENSG00000182551	02p25.3	ADI1	acireductone dioxygenase 1		14718544|15938715
HGNC:28606	149685	ENSG00000182035	20q11.23	ADIG	adipogenin		15567149|16132694
HGNC:13633	9370	ENSG00000181092	03q27.3	ADIPOQ	"adiponectin, C1Q and collagen domain containing"	Endogenous ligands	7592907|8631877
HGNC:24040	51094	ENSG00000159346	01q32.1	ADIPOR1	adiponectin receptor 1	Adiponectin receptors|Progestin and adipoQ receptor family	12802337
HGNC:24041	79602	ENSG00000006831	12p13.33	ADIPOR2	adiponectin receptor 2	Adiponectin receptors|Progestin and adipoQ receptor family	12802337
HGNC:24043	10974	ENSG00000148671	10q23.2	ADIRF	adipogenesis regulatory factor		8619847|23239344
HGNC:257	132	ENSG00000156110	10q22.2	ADK	adenosine kinase		8577746
HGNC:259	133	ENSG00000148926	11p15.4	ADM	adrenomedullin	Endogenous ligands	7688224
HGNC:28898	79924	ENSG00000128165	22q13.33	ADM2	adrenomedullin 2	Endogenous ligands	14706825
HGNC:27293	199800	ENSG00000224420	19q13.33	ADM5	adrenomedullin 5 (putative)		18434369
HGNC:15766	23394	ENSG00000101126	20q13.13	ADNP	activity dependent neuroprotector homeobox	ZF class homeoboxes and pseudogenes	9872452|11013255
HGNC:23803	22850	ENSG00000101544	18q23	ADNP2	ADNP homeobox 2	Zinc fingers C2H2-type|ZF class homeoboxes and pseudogenes	
